nrings,energy,evnum,mcevnum
2,673.067,817,462
2,636.739,397,196
6,686.169,398,200
2,467.441,453,226
2,1326.96,364,202
3,976.362,486,271
2,644.596,196,98
2,992.328,448,219
3,711.142,904,465
2,714.621,299,161
2,911.594,170,100
3,748.509,270,159
2,873.163,343,206
2,751.79,45,30
4,1088.76,94,60
2,636.676,365,217
2,662.881,510,298
2,512.454,831,461
2,548.055,143,78
2,509.027,714,384
3,875.55,799,434
2,932.528,327,187
2,531.326,423,240
2,1021.8,449,252
2,691.124,392,234
2,1084.56,738,418
2,764.526,521,290
2,1229.42,864,497
2,904.74,332,177
2,723.112,368,193
2,1036.85,703,378
4,685.978,706,380
2,757.245,14,10
2,546.186,773,411
2,639.445,386,209
2,594.171,199,115
3,942.749,526,295
3,672.473,208,119
3,488.872,225,123
2,1112.95,456,256
2,911.733,647,366
3,722.748,809,459
5,763.325,319,181
2,781.21,681,378
3,570.729,35,20
3,1134.69,725,394
3,1137.85,373,188
2,796.738,381,194
2,1152.91,127,69
2,793.297,477,256
2,816.247,0,0
2,628.836,575,306
3,702.429,627,338
2,556.977,732,396
3,740.789,326,179
2,553.978,573,308
3,882.208,668,359
2,1068.42,397,198
3,568.738,573,284
2,693.316,328,189
2,1023.15,477,278
2,921.69,614,354
2,707.672,83,47
2,1133.59,268,139
2,815.217,228,116
2,770.326,687,374
2,651.243,845,450
3,687.228,523,275
2,639.259,657,360
2,1018.7,789,426
2,1071.56,894,480
4,1055.32,663,335
2,714.853,598,319
3,869.898,639,361
7,598.312,117,58
2,771.326,317,181
2,556.963,270,147
2,854.988,439,233
2,815.384,408,204
4,821.627,736,382
2,639.708,399,206
2,807.199,530,276
2,798.67,22,9
2,646,122,65
2,595.814,386,219
2,868.874,43,22
2,1109,437,242
2,1137.42,824,444
2,710.335,911,489
2,956.358,442,244
2,1140.04,691,376
2,829.747,426,238
2,908.664,348,186
2,747.89,452,251
2,1062.46,299,170
3,679.09,337,190
2,642.536,438,245
2,592.883,768,414
3,754.43,14,4
2,1191.4,738,377
2,1001.26,826,425
3,893.066,274,161
2,1009.84,440,247
4,1142.78,920,497
2,965.971,55,32
2,1116.03,287,150
2,717.641,645,342
2,450.899,715,378
2,852.176,285,153
2,990.933,235,119
3,676.431,250,129
3,603.473,122,66
2,663.389,383,221
3,601.043,540,307
2,989.658,705,403
2,582.098,336,185
3,999.705,234,134
2,733.101,811,434
2,942.461,76,42
2,883.125,286,142
5,611.043,511,273
2,670.687,192,99
2,990.051,208,114
2,724.971,580,338
3,837.618,686,396
2,886.133,779,448
2,601.391,794,448
2,617.535,309,164
2,678.899,694,382
2,908.89,717,395
2,805.205,804,447
2,928.64,549,302
2,1125.95,732,393
2,574.933,635,347
2,1023.9,818,437
2,1011.84,116,68
3,854.103,402,225
2,840.592,812,427
2,1056.96,905,472
2,701.946,230,130
2,896.308,552,301
2,1017.17,718,390
2,821.305,734,409
3,734.074,898,493
2,705.211,284,164
2,643.054,477,256
2,708.222,697,347
2,1005.44,849,425
2,1245.14,865,434
2,854.994,987,494
3,685.152,999,498
3,639.449,37,21
2,574.783,498,283
2,529.302,523,301
3,654.799,594,306
2,975.695,497,271
2,914.933,546,302
2,1069.42,845,460
7,1196.94,286,161
3,720.472,586,335
2,543.284,889,482
2,1125.24,887,482
2,856.111,380,203
2,802.159,298,167
2,611.652,313,175
3,1035.55,881,453
2,764.82,575,312
2,1055.08,423,232
3,687.547,1,1
3,1080.18,298,167
2,628.906,770,429
2,566.856,387,224
2,529.897,696,365
2,893.964,904,489
2,771.703,36,22
2,730.345,207,106
2,588.426,924,498
2,1258.25,467,251
2,704.32,186,116
2,576.238,459,265
2,490.102,745,444
2,888.449,486,253
8,794.368,606,319
2,522.902,708,395
2,806.711,769,432
3,946.863,315,180
3,643.311,790,444
2,857.987,213,106
4,876.587,523,261
2,787.105,233,127
2,598.046,507,265
2,965.734,676,373
2,850.63,430,236
2,638.316,609,341
3,983.372,714,380
2,666.279,33,14
2,673.828,60,30
2,853.09,291,164
2,839.604,379,218
2,914.35,265,154
2,865.046,902,487
3,788.123,659,372
2,741.067,404,224
2,959.832,607,333
3,773.005,502,277
3,786.375,562,313
2,906.506,845,481
3,759.37,242,125
2,665.928,72,44
2,891.894,531,285
2,917.648,319,170
3,945.564,541,290
3,698.212,273,146
2,692.542,301,164
3,787.892,527,280
2,757.401,607,314
3,789.954,764,407
3,996.256,445,256
2,649.951,563,333
2,850.983,798,455
2,1103.32,828,431
3,1251.71,937,485
2,841.061,104,62
2,990.673,471,274
2,826.358,172,97
6,915.928,570,314
2,696.405,598,333
2,1057.82,816,465
2,1115.13,302,179
2,824.714,571,320
2,589.945,514,267
2,850.907,870,486
2,763.947,375,175
2,791.674,476,225
2,833,738,377
2,1020.46,932,485
3,592.59,214,111
2,1139.4,57,34
3,655.369,396,223
2,892.428,676,364
2,964.096,146,81
3,891.197,179,97
2,1089.86,910,491
2,689.635,534,281
2,1014.78,693,370
2,722.787,332,176
2,513.855,285,160
2,633.573,743,428
2,574.355,866,494
3,957.991,52,31
3,762.079,430,243
2,855.268,616,344
2,896.414,708,396
2,610.094,303,167
2,799.356,367,196
2,1016.1,567,299
2,979.732,654,367
2,475.465,129,71
2,728.987,68,37
2,699.777,176,93
2,700.549,322,175
2,1130.47,450,252
3,679.64,673,377
2,1033.37,577,313
2,1186,782,430
2,799.946,910,492
2,767.997,277,155
3,653.771,751,397
2,567.547,358,192
4,1155.12,21,16
2,672.927,767,409
4,624.287,67,41
2,786.233,417,222
2,810.881,209,122
3,658.378,871,497
2,515.652,550,293
2,757.842,559,301
2,916.811,530,291
2,569.893,48,29
2,530.874,102,61
2,703.978,319,191
2,896.267,340,195
3,629.076,554,306
2,668.469,541,314
2,786.553,800,445
3,543.565,324,185
2,554.42,829,461
2,525.539,562,310
2,755.411,885,485
2,570.12,72,40
2,869.128,365,194
2,791.171,448,241
2,608.584,876,455
2,645.402,271,147
2,618.099,30,14
2,842.756,308,160
2,643.217,765,417
2,585.926,612,335
2,832.98,615,339
2,987.294,621,333
2,553.579,297,152
2,639.502,415,223
2,903.317,371,212
2,617.25,233,129
2,526.047,315,177
2,788.55,809,425
2,824.44,572,307
2,655.245,351,180
2,1129.54,903,488
3,1039.93,379,201
2,877.093,30,15
6,858.415,895,494
3,633.067,180,110
2,693.36,252,152
2,787.107,320,185
2,840.128,514,292
2,1069.99,67,35
2,794.161,877,473
3,642.655,441,255
3,669.662,486,261
3,865.761,236,115
3,692.93,895,472
2,804.946,49,29
2,630.258,82,46
2,705.265,290,153
3,601.722,867,481
2,620.057,229,113
2,915.98,401,210
3,592.648,409,230
2,644.541,402,232
2,963.294,109,68
2,978.213,744,398
2,825.301,642,341
4,918.094,724,385
2,778.919,142,82
3,638.226,616,328
2,885.103,189,103
2,815.664,414,223
2,714.265,902,481
2,484.989,499,276
2,857.015,577,318
3,897.303,319,165
4,775.512,814,443
4,715.802,25,13
2,544.508,318,180
2,1060.93,333,185
4,626.345,465,257
2,679.689,846,453
3,961.543,924,495
2,1214.56,472,244
2,591.793,309,169
2,769.038,898,490
3,973.871,554,309
2,916.681,566,303
3,868.401,598,316
2,739.932,826,432
3,669.964,903,477
4,952.486,522,281
2,652.068,537,288
2,866.022,615,328
2,579.276,297,165
2,898.554,4,1
2,770.977,685,371
2,880.956,537,303
2,592.899,38,17
2,624.75,778,421
2,1205.02,164,86
2,584.075,168,91
2,893.225,398,220
2,915.77,580,336
2,520.899,607,350
3,688.869,76,41
2,1034.23,306,149
2,804.811,204,109
2,997.633,330,179
2,742.636,757,408
2,854.035,199,100
2,759.879,848,460
2,976.552,786,445
2,670.291,578,309
2,707.88,316,178
2,634.826,373,211
2,1115.66,170,106
5,711.702,574,333
2,783.789,770,438
2,774.196,645,355
2,724.256,441,243
2,1037.62,491,273
2,827.266,631,356
5,778.136,494,260
2,698.391,782,421
2,834.738,172,105
2,706.073,634,372
2,740.105,739,433
3,576.107,198,109
2,907.636,366,200
2,862.647,90,57
2,861.471,302,172
2,779.642,718,378
2,944.486,864,468
2,698.785,449,255
2,637.796,76,47
3,637.769,345,217
2,1017.96,364,224
2,807.334,575,348
3,1088.15,364,190
2,595.584,596,318
2,866.216,129,71
7,792.85,493,279
2,716.395,892,489
3,485.385,204,102
2,492.181,223,113
2,804.352,742,405
2,657.929,255,154
2,1022.84,311,185
2,885.45,456,269
2,950.517,780,416
2,701.706,353,180
2,1160.17,623,336
2,1083.03,580,336
3,1294.75,778,450
3,855.616,653,354
3,1161.55,10,8
2,730.344,65,36
3,1034.24,830,448
2,813.86,726,372
2,703.886,398,216
3,1224.59,413,221
3,1197.34,0,0
2,669.33,757,425
2,790.927,277,166
4,1010.67,494,286
2,542.201,503,289
2,670.125,123,65
7,498.84,718,399
2,820.797,94,55
2,904.954,332,189
2,641.191,345,199
2,946.884,450,258
2,693.167,726,398
2,664.272,149,78
2,1014.44,904,481
2,946.992,130,63
2,860.448,241,120
2,613.691,505,265
3,552.66,96,56
2,496.209,472,269
2,697.802,572,313
2,595.159,832,425
2,541.318,761,400
3,845.504,772,405
2,584.894,294,159
2,628.267,512,259
3,935.218,707,354
2,755.514,83,41
3,671.798,330,182
4,497.74,646,349
2,826.061,21,10
2,525.11,603,327
4,671.785,810,452
2,848.189,691,393
3,1235.82,150,87
2,1007.47,680,393
2,895.617,337,182
3,912.412,508,284
2,982.428,3,1
3,576.392,5,3
7,1053.87,515,277
2,866.437,225,117
2,848.894,495,262
2,675.797,623,344
2,878.922,49,32
2,1142.49,255,146
2,856.778,757,430
2,929.223,393,208
2,607.361,655,346
2,979.879,99,49
4,952.621,474,255
2,686.628,598,334
2,836.266,896,490
2,1052.46,84,45
2,774.712,397,220
2,793.575,850,479
2,933.068,264,138
2,628.12,679,366
2,838.816,734,397
2,898.286,226,121
2,520.429,311,164
2,904.815,737,390
2,873.713,644,344
2,979.264,650,347
3,643.018,714,383
2,784.057,936,498
3,1066.71,211,116
2,1119.13,426,233
2,976.724,657,362
2,1180.44,378,204
2,599.744,750,405
2,843.561,93,60
4,966.254,433,233
4,671.36,516,278
2,755.328,257,132
2,589.162,325,163
2,1008.37,377,187
2,894.566,437,221
2,1075.28,446,248
2,695.369,475,266
2,529.656,735,414
3,1118.56,17,8
2,921.942,71,28
2,723.029,115,59
2,1042.07,865,472
2,937.449,857,489
2,662.928,662,371
2,1012.12,715,402
2,1113.05,502,264
2,1176.38,231,122
2,1094.42,232,123
2,1003.77,479,256
2,764.089,568,302
2,1296.47,606,326
2,746.086,814,446
2,1182.88,405,213
2,776.089,278,152
2,869.864,172,89
2,699.763,586,321
2,703.271,356,195
2,710.775,738,400
2,555.299,128,62
2,666.131,564,316
2,703.411,586,327
3,496.322,149,86
2,956.59,581,340
2,1106.81,0,0
4,659.156,54,28
2,651.743,148,86
3,757.134,504,279
2,1169.11,692,385
2,664.378,180,93
2,676.847,595,316
2,767.497,3,3
2,850.099,97,61
2,661.95,914,487
2,786.575,220,134
2,806.305,567,293
3,616.341,158,81
2,666.895,250,139
2,887.947,375,212
4,536.167,492,273
3,794.931,228,130
2,1103.62,726,390
2,1048.07,58,36
2,800.361,175,87
2,841.471,164,83
4,996.173,376,199
3,668.977,711,375
4,758.283,687,387
2,876.055,872,482
2,607.004,313,171
2,590.624,69,43
2,588.372,94,52
2,1313.87,824,446
3,1142.28,134,70
2,799.186,225,120
2,1265.34,391,210
2,1347.86,74,47
2,695.653,237,124
2,1181.4,526,274
2,781.618,647,353
7,861.886,316,170
2,1156.99,458,247
2,892.88,633,341
2,948.049,639,344
9,757.49,898,499
2,568.608,333,179
2,1171.28,550,307
2,554.932,746,406
3,917.124,892,480
2,835.992,89,51
3,946.847,50,28
2,724.524,365,200
3,1166.01,688,394
2,492.484,319,181
2,965.11,537,280
3,926.675,552,292
2,728.269,38,23
2,550.159,852,460
3,942.285,80,44
3,792.079,332,196
2,1077.74,547,295
2,724.453,690,373
4,618.964,33,17
2,558.12,685,329
3,509.488,36,23
3,944.112,223,127
3,869.787,231,131
2,942.699,311,174
2,605.879,21,12
2,828.525,765,412
3,1217.19,906,490
2,936.878,595,337
3,781.611,893,489
2,1018.02,222,127
2,618.424,323,184
3,620.662,422,231
2,1251.43,255,135
2,1108.69,610,333
2,1050.45,764,414
2,692.182,624,350
2,604.955,612,340
3,715.439,191,113
3,625.24,116,64
2,638.964,502,270
2,949.26,783,417
2,617.816,576,306
2,1067.85,70,43
2,491.233,314,174
2,1202.59,416,230
2,724.145,20,14
2,772.846,212,105
2,840.037,232,120
2,582.141,396,222
2,707.678,415,237
2,614.164,838,481
2,858.672,17,9
2,678.672,720,382
2,1001.92,298,150
2,712.898,300,151
2,805.002,177,94
2,850.716,732,397
2,963.53,796,437
2,478.982,850,460
2,664.243,181,99
3,732.874,540,278
2,842.769,678,348
2,671.997,115,64
2,1029.5,548,297
3,760.438,691,363
3,887.029,379,193
2,694.637,709,373
3,1208.9,783,413
2,823.759,88,56
2,553.82,579,307
2,745.465,694,376
3,595.803,635,364
2,881.439,847,452
3,492.459,20,16
2,583.419,108,61
2,857.614,834,446
2,570.79,70,47
2,1028.87,419,236
3,679.77,601,321
2,798.168,610,325
2,658.909,685,361
2,698.549,175,107
2,1045.2,244,139
2,512.907,328,175
2,884.179,435,231
2,625.855,102,50
2,617.963,316,173
3,622.848,44,28
2,688.653,17,10
3,1036.98,461,249
2,687.871,218,122
2,543.359,635,343
3,995.894,805,442
2,899.66,16,8
2,518.97,529,292
2,487.247,576,280
2,693.192,586,285
2,942.392,611,300
2,1128.83,851,433
3,766.779,888,455
2,731.81,99,55
3,607.801,507,274
2,640.837,448,231
2,993.485,631,337
2,1176.61,151,91
2,1152.76,183,90
2,771.669,473,227
2,821.365,157,85
3,884.565,40,25
2,744.158,290,156
3,936.518,121,67
2,672.207,285,157
2,485.43,560,328
3,785.149,664,378
2,718.03,630,329
2,766.811,191,109
2,1133.08,294,170
2,1146.31,193,103
2,674.547,268,142
2,832.116,487,260
2,842.881,807,433
2,836.846,302,167
2,777.839,578,304
3,581.739,615,325
2,765.668,576,320
3,929.749,352,210
2,778.27,437,260
2,841.945,768,457
2,1194.68,537,290
2,620.276,97,52
2,793.601,119,62
2,1173.44,392,218
4,787.892,754,423
2,883.001,131,74
2,900.331,226,122
2,662.913,227,123
2,823.529,302,160
2,788.432,690,365
2,804.238,776,410
2,725.575,532,271
2,693.08,91,51
3,749.758,656,358
7,584.647,137,69
3,691.589,155,81
2,1216.08,285,155
2,1063.47,306,176
2,1002.65,459,262
3,919.19,121,66
2,622.95,129,70
2,679.21,364,198
2,893.587,900,480
3,883.458,653,364
2,1102.02,458,254
2,832.033,403,201
2,999.414,439,219
2,752.362,47,23
2,703.033,481,252
2,1135.48,937,493
2,482.004,941,494
2,688.456,263,148
2,795.293,269,153
2,737.121,439,221
2,721.708,96,48
2,665.935,35,15
2,878.857,509,269
2,594.785,440,226
2,691.926,546,283
3,606.132,529,283
2,782.964,587,314
2,1197.44,297,152
2,628.478,626,317
2,932.465,73,50
2,749.048,595,311
3,821.033,41,26
3,663.876,194,113
4,1274.47,538,301
2,901.53,643,347
2,819.067,851,454
3,868.973,624,347
2,661.961,218,124
2,693.44,254,145
3,669.489,193,119
2,684.993,822,451
2,545.769,805,418
2,646.582,121,69
3,1186.65,878,469
2,765.85,0,0
4,918.383,464,255
2,642.166,487,285
2,584.948,205,112
2,806.412,382,212
2,748.397,423,238
3,917.111,599,324
2,921.708,862,479
2,849.202,303,168
3,969.212,446,260
3,1133.75,698,393
2,667.914,763,425
2,877.895,898,493
2,1037.1,562,300
2,802.815,303,168
4,716.182,436,243
2,898.459,633,346
2,1170.73,731,402
4,768.987,834,431
2,1077.46,300,178
3,781.634,618,362
3,747.838,445,237
3,562.086,545,289
2,1021.85,469,263
2,535.03,666,347
3,1223.94,793,418
3,1001.1,730,405
2,573.031,313,163
5,853.352,543,285
2,733.654,703,372
2,595.256,870,469
2,988.181,2,2
2,804.41,161,88
3,675.833,369,210
2,689.033,279,138
3,971.564,444,228
2,881.191,558,295
4,946.583,528,276
3,593.94,757,398
2,735.672,844,450
2,1020.88,163,93
2,914.559,722,402
2,700.826,225,121
2,1087.24,413,238
2,1005.57,201,109
2,668.751,511,277
3,846.897,782,421
3,923.557,800,428
3,603.95,302,178
3,983.599,352,209
2,801.099,538,296
2,635.51,883,477
4,827.23,630,353
2,1171.11,37,19
2,806.988,78,44
3,1055.72,440,238
2,826.55,729,399
3,603.977,99,52
2,860.186,264,145
2,533.898,319,170
2,628.214,365,196
2,678.926,1,1
2,979.228,51,22
2,737.573,833,472
3,648.673,179,95
4,1153.71,262,142
2,685.201,473,254
2,841.066,622,362
2,714.122,919,497
3,1159,802,446
2,997.827,415,241
2,643.331,509,297
3,1019.62,791,450
2,701.918,62,32
2,993.226,449,239
2,644.89,896,470
2,1058.16,930,490
2,933.407,61,31
2,897.687,464,255
3,1001.8,23,17
3,785.229,174,97
2,689.468,791,430
2,777.518,259,152
2,601.574,497,277
2,1206.76,35,15
2,916.645,653,354
2,1013.14,379,209
2,675.406,33,20
2,746.75,194,102
3,1054.5,289,161
3,747.349,777,430
2,713.573,588,323
3,544.382,672,366
3,624.034,452,244
2,790.942,206,119
2,688.085,740,386
2,541.294,382,211
2,915.681,576,315
3,616.029,716,385
2,707.663,274,161
2,721.034,295,173
3,698.689,322,188
2,942.996,503,289
2,993.328,435,251
2,844.183,379,200
2,835.637,160,100
3,758.491,436,252
3,530.801,364,193
3,538.961,417,223
2,697.946,439,235
2,1249.95,606,319
3,981.796,497,285
2,680.405,16,8
2,916.053,365,203
3,673.142,692,368
2,983.553,760,402
2,811.981,616,332
2,615.438,527,282
2,935.282,122,77
2,788.767,341,195
2,650.976,857,468
2,893.092,27,13
2,669.057,103,49
2,986.859,628,329
2,661.989,193,113
2,867.714,507,297
2,1260.28,678,389
2,747.333,541,293
2,552.835,566,309
2,1415,515,286
2,1275.69,449,225
2,957.057,572,289
2,791.548,612,305
2,676.542,33,22
2,1007.27,235,120
3,1235.94,497,265
2,1206.98,412,222
2,760.701,686,387
2,771.229,688,388
5,905.362,87,53
2,755.871,626,358
3,1233.66,469,262
2,892.447,753,386
3,725.267,916,466
3,835.654,792,472
2,863.984,682,391
2,1009.71,218,118
2,1130.59,823,457
2,606.738,222,124
2,897.243,268,147
2,591.803,553,307
3,854.778,332,181
2,680.099,405,220
2,889.359,0,0
4,680.382,341,173
2,779.259,537,282
3,772.52,84,47
2,653.525,111,61
2,1144.49,335,204
2,832.238,841,477
2,1152.44,52,28
2,753.159,40,26
2,542.89,508,290
2,541.559,910,489
2,1057.19,566,285
3,1258.16,481,264
2,886.719,919,499
2,681.578,178,92
3,561.91,392,220
2,800.555,656,349
3,1187.19,394,217
3,1023.07,595,320
2,834.487,79,42
2,1195.18,443,250
3,716.454,575,323
3,793.117,82,43
2,1346.84,257,132
3,432.718,620,337
2,737.947,810,431
2,865.802,0,0
2,1088.01,537,306
2,1401.84,299,164
2,658.83,194,115
2,787.092,284,168
2,791.882,293,173
2,1089.96,683,395
2,1084.01,245,136
2,754.885,676,377
2,609.914,883,495
3,781.762,33,16
2,979.999,594,326
2,886.256,619,327
2,1005.91,48,27
2,847.741,94,45
2,674.985,191,98
3,1249.8,561,293
3,1254.07,609,313
2,685.775,638,324
3,780.506,474,259
2,1154.63,806,446
2,1095.31,759,420
2,689.08,294,168
2,1110.32,555,316
2,851.446,748,416
2,752.899,200,99
2,611.264,180,94
2,803.31,787,444
2,1012.15,443,245
8,1492.92,570,323
3,803.016,471,258
2,1033.82,811,445
2,949.09,788,432
2,676.626,664,368
2,548.112,330,171
2,830.539,392,205
2,671.097,557,299
2,754.787,479,243
2,503.196,760,398
2,663.809,123,67
2,1197.37,681,395
2,958.077,41,21
2,837.517,727,406
2,561.987,402,221
2,754.704,409,225
2,557.837,175,92
2,1243.62,354,191
2,986.558,382,204
4,1028.26,510,275
2,974.671,741,393
3,435.175,416,220
2,555.046,261,146
2,719.993,269,150
2,886.25,525,272
3,1228.58,658,353
3,711.565,489,268
2,698.154,797,414
3,954.518,306,174
3,1018.35,386,216
2,639.002,869,472
2,1016.99,551,295
2,1070.87,602,340
2,645.891,833,466
2,771.833,474,258
2,699.628,738,384
2,725.513,342,187
2,956.274,444,239
2,511.584,657,363
2,993.482,360,202
2,1023.83,631,323
2,706.937,635,363
3,1015.82,742,407
2,936.722,856,473
2,561.893,279,151
2,635.852,555,305
2,874.912,355,199
2,629.178,394,223
2,935.646,872,490
2,972.195,885,496
2,978.814,601,319
2,899.414,931,496
2,747.842,105,58
2,629.473,801,435
2,576.411,874,469
2,757.829,898,479
2,925.15,72,33
2,989.847,264,132
3,624.244,810,417
2,589.297,887,457
3,845.934,59,35
3,689.319,309,169
2,743.037,797,438
2,1195.19,587,338
2,841.788,52,28
2,822.413,647,352
2,948.018,793,433
3,1037.36,554,309
3,952.524,685,379
3,657.514,773,429
7,595.618,18,9
2,632.374,243,134
2,684.24,922,491
2,1254.8,126,57
2,849.105,54,37
2,1118.81,792,437
2,1151.2,908,492
2,783.834,328,169
2,1075.2,586,296
2,617.918,897,462
2,543.595,757,428
2,655.984,715,367
2,1263.04,755,392
2,1142.24,388,203
2,685.617,5,3
2,770.655,64,34
2,778.53,264,143
2,805.229,31,21
2,762.189,810,460
2,725.614,925,498
